epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,1.091020584106445,37.71875,5.77734375,100000,10,3.375,,,,,
2,train,1.014838933944702,42.625,6.16796875,100000,10,4.01953125,,,,,
3,train,0.5991065502166748,64.125,6.84765625,100000,10,4.36328125,,,,,
4,train,0.6278893947601318,60.90625,8.1640625,100000,10,5.60546875,,,,,
5,train,0.6525208353996277,60.5625,6.3203125,100000,10,4.11328125,,,,,
6,train,0.576426088809967,64.1875,6.29296875,100000,10,4.0546875,,,,,
7,train,0.530966579914093,65.75,6.25,100000,10,4.24609375,,,,,
8,train,0.8602534532546997,53.125,9.6640625,100000,10,6.37109375,,,,,
9,train,0.735866904258728,56.625,11.0,100000,10,6.81640625,,,,,
10,train,0.6317576169967651,63.40625,10.6953125,100000,10,6.46875,,,,,
1,val,1.0252814292907717,39.53125,5.9609375,358,10,3.951171875,0.5017475979749471,0.9319384615571384,0.3161869396436478,0.5951836705207825,0.2400335520505905
2,val,0.6469089984893799,61.0,6.21484375,402,10,3.8125,0.410783896621145,0.8972804413783326,0.3471890653298872,0.2999324798583984,0.1347227841615677
3,val,0.6042221784591675,63.71875,8.5234375,617,10,5.7890625,0.2432220858207662,0.8865322920892437,0.3075362064263466,0.0226388741284608,0.0283023491501808
4,val,0.6020911335945129,63.59375,6.21484375,403,10,4.11328125,0.4045188179998488,0.9071895819958258,0.3404612859446334,0.315442144870758,0.1342738270759582
5,val,0.6822371482849121,61.6875,6.46484375,426,10,3.9921875,0.4113626842083823,0.947777915967547,0.3215360438838504,0.2850989103317261,0.0833023339509964
6,val,0.5184900164604187,66.625,6.21484375,427,10,4.1953125,0.397271422371056,0.9333274748347722,0.3346560390464865,0.2895963191986084,0.1207589283585548
7,val,0.5115436315536499,67.4375,6.21484375,419,10,4.24609375,0.3984915664608938,0.9218784389211484,0.3382886397072537,0.2924663126468658,0.1173590421676635
8,val,0.8191964626312256,52.21875,11.0,776,10,7.2421875,0.0787451710640025,0.9535518905185046,0.2928979723852935,0.2006371021270752,0.0443156212568283
9,val,0.6077454090118408,64.1875,11.0,812,10,6.52734375,0.0635531271224915,0.950582754289916,0.2338898617421013,0.1005426496267318,0.0303361918777227
10,val,0.7113208770751953,59.0625,11.0,799,10,6.4375,0.0712647092468444,0.9387962578054124,0.2902796044968391,0.1132285818457603,0.0503546521067619
1,val (no noise),1.025269865989685,39.53125,5.9609375,2,2,4.9609375,0.8995445684964581,0.9319384615571384,0.3050378408660089,0.9977024793624878,0.9977023601531982
2,val (no noise),0.6439273357391357,61.1875,6.21484375,5,4,4.71875,0.7925108691559454,0.8972804413783326,0.3775263893911741,0.3017933368682861,0.0031605924014002
3,val (no noise),0.6016374230384827,63.59375,8.5234375,4,4,7.265625,0.7991151578321428,0.8865322920892437,0.3230106571560439,0.0329782739281654,0.117367148399353
4,val (no noise),0.6021955609321594,63.40625,6.21484375,5,3,5.0625,0.7744469368872532,0.9071895819958258,0.3613264205386631,0.3277211785316467,0.0752135217189788
5,val (no noise),0.6769874095916748,61.90625,6.46484375,5,5,4.8515625,0.8000613228813807,0.947777915967547,0.3346857190157405,0.2640820145606994,0.0290337204933166
6,val (no noise),0.5183967351913452,67.0625,6.21484375,5,4,5.21484375,0.7737355237056575,0.9333274748347722,0.3576975969194865,0.2593982517719269,0.0023763624485582
7,val (no noise),0.5116020441055298,67.3125,6.21484375,5,4,5.21484375,0.7737355237056575,0.9218784389211484,0.3576975969194865,0.2593982517719269,0.0023763624485582
8,val (no noise),0.8124676942825317,52.625,11.0,3,3,8.9765625,0.8489187659424575,0.9535518905185046,0.323771333285605,0.5995993614196777,0.3296244740486145
9,val (no noise),0.5693616271018982,65.75,11.0,7,5,8.078125,0.7501857424183737,0.950582754289916,0.2623146929628739,0.2368524968624115,0.0952905714511871
10,val (no noise),0.6414565443992615,62.0,11.0,10,4,7.93359375,0.7702826665764482,0.9387962578054124,0.3259471113214593,0.309379518032074,0.3071260750293731
