epoch,phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
1,train,0.8570685982704163,55.65625,1.8271484375,99822,10,0.8173828125,,,,,
2,train,0.7341886758804321,58.8125,1.8994140625,99774,7,0.89892578125,,,,,
3,train,0.7297748923301697,58.46875,1.8984375,99742,4,0.89794921875,,,,,
4,train,1.4561822414398191,27.0625,1.1669921875,99948,4,0.166748046875,,,,,
5,train,1.6122337579727173,20.203125,1.0,100000,1,0.0,,,,,
6,train,1.61134672164917,20.046875,1.0,100000,1,0.0,,,,,
7,train,1.6107879877090454,20.203125,1.0,100000,1,0.0,,,,,
8,train,1.6105366945266724,20.046875,1.0,100000,1,0.0,,,,,
9,train,1.6104766130447388,20.203125,1.0,100000,1,0.0,,,,,
10,train,1.6104425191879272,20.140625,1.0,100000,1,0.0,,,,,
1,val,0.7357314825057983,60.46875,1.8828125,5,4,0.88330078125,0.7831007686241475,0.8897277632636293,0.2862145550168204,0.0259428154677152,0.0210354272276163
2,val,0.7489160299301147,56.84375,1.8837890625,5,4,0.88427734375,0.7866878994696587,0.8654088000357778,0.284224275440386,0.0271422658115625,0.0207438524812459
3,val,0.7568554282188416,57.65625,1.865234375,5,4,0.86474609375,0.784100435715716,0.8547165973767923,0.2757191922951321,0.0246383678168058,0.0203423704952001
4,val,1.6119496822357178,21.265625,1.0,1,1,0.0,1.0,0.3536824923880128,-0.0547495252281364,,
5,val,1.6138932704925537,18.84375,1.0,1,1,0.0,1.0,0.3437491978255304,-0.0547495252281364,,
6,val,1.612610936164856,18.546875,1.0,1,1,0.0,1.0,0.3286124316104417,-0.0547495252281364,,
7,val,1.611525535583496,17.546875,1.0,1,1,0.0,1.0,0.31003172321283,-0.0547495252281364,,
8,val,1.6102606058120728,21.96875,1.0,1,1,0.0,1.0,0.2795693422956181,-0.0547495252281364,,
9,val,1.6106317043304443,20.15625,1.0,1,1,0.0,1.0,0.2569567893245528,-0.0547495252281364,,
10,val,1.6108834743499756,19.765625,1.0,1,1,0.0,1.0,0.2738612726038413,-0.0547495252281364,,
1,val (no noise),0.650571346282959,63.5,1.9814453125,4,4,0.98193359375,0.7992224809599722,0.8897277632636293,0.32568643459071,0.0095537547022104,0.0235457327216863
2,val (no noise),0.6412495970726013,60.46875,1.9814453125,4,4,0.98193359375,0.7992224809599722,0.8654088000357778,0.32568643459071,0.0095537547022104,0.0235457327216863
3,val (no noise),0.6378301978111267,61.09375,1.9814453125,4,4,0.98193359375,0.7992224809599722,0.8547165973767923,0.32568643459071,0.0095537547022104,0.0235457327216863
4,val (no noise),1.6119496822357178,21.265625,1.0,1,1,0.0,1.0,0.3536824923880128,-0.0547495252281364,,
5,val (no noise),1.6138932704925537,18.84375,1.0,1,1,0.0,1.0,0.3437491978255304,-0.0547495252281364,,
6,val (no noise),1.612610936164856,18.546875,1.0,1,1,0.0,1.0,0.3286124316104417,-0.0547495252281364,,
7,val (no noise),1.611525535583496,17.546875,1.0,1,1,0.0,1.0,0.31003172321283,-0.0547495252281364,,
8,val (no noise),1.6102606058120728,21.96875,1.0,1,1,0.0,1.0,0.2795693422956181,-0.0547495252281364,,
9,val (no noise),1.6106317043304443,20.15625,1.0,1,1,0.0,1.0,0.2569567893245528,-0.0547495252281364,,
10,val (no noise),1.6108834743499756,19.765625,1.0,1,1,0.0,1.0,0.2738612726038413,-0.0547495252281364,,
