phase,loss,accuracy,length,lexicon_size,actual_vocab_size,max_rep,redund_msg,alignment,top_sim,pos_dis,bos_dis
train,0.9166536927223206,46.875,2.4296875,99341,11,1.1259765625,,,,,
train,0.749536395072937,56.09375,2.29296875,99509,11,0.9140625,,,,,
train,0.7007823586463928,58.0,2.37109375,99435,10,0.916015625,,,,,
train,0.71745365858078,57.25,2.419921875,99422,11,1.0341796875,,,,,
train,0.7305322885513306,55.46875,2.6171875,99177,9,1.333984375,,,,,
train,0.6644026041030884,59.875,2.7265625,99191,11,1.2578125,,,,,
train,0.6419886350631714,60.0625,2.615234375,99238,8,1.2392578125,,,,,
train,0.6330628395080566,60.65625,2.611328125,99268,9,1.20703125,,,,,
train,0.6198400259017944,61.03125,2.6171875,99228,6,1.1630859375,,,,,
train,0.9969769716262817,41.625,2.505859375,99254,8,1.203125,,,,,
val,0.8275033831596375,49.28125,2.47265625,16,4,1.1923828125,0.7298677820748558,0.9126620725594812,0.23164813290822875,0.35928094387054443,0.11455121636390686
val,0.6973082423210144,57.5625,2.212890625,23,7,0.85693359375,0.7068437303219961,0.9533590077375828,0.2065685053360377,0.20647506415843964,0.054080042988061905
val,0.6915421485900879,57.96875,2.3359375,27,6,0.91748046875,0.6984135615817708,0.9231307357949798,0.1714064523387026,0.258229523897171,0.06789477169513702
val,0.7255353331565857,55.25,2.599609375,19,5,1.318359375,0.6857012761726209,0.864927204984612,0.2489672733043244,0.4343198239803314,0.12934599816799164
val,0.715093195438385,55.25,2.599609375,18,5,1.34375,0.6877271822574775,0.8877911948824426,0.24527278775188663,0.43888041377067566,0.12502825260162354
val,0.6216598749160767,60.78125,2.599609375,21,5,1.2392578125,0.6620229013795171,0.9371810320432078,0.2589886264813011,0.39585328102111816,0.11623548716306686
val,0.6056835055351257,61.6875,2.599609375,21,5,1.2294921875,0.665267671212579,0.9362268797575031,0.2599875582597649,0.3963225781917572,0.1209738552570343
val,0.6106031537055969,61.5,2.599609375,22,6,1.12890625,0.6625222380433908,0.9171109183681481,0.2453117565758238,0.39017733931541443,0.09540949761867523
val,0.6177067756652832,58.375,2.599609375,22,6,1.130859375,0.6597573360708966,0.9129626451617061,0.24321195354219893,0.3917410373687744,0.10259579122066498
val,1.0454350709915161,37.6875,2.47265625,9,3,1.1748046875,0.7745213512233494,0.8747251662255086,0.24650386527401233,0.7040454745292664,0.44613710045814514
val (no noise),0.8236028552055359,49.6875,2.47265625,3,3,1.47265625,0.8503713032424357,0.9126620725594812,0.26592354109826133,0.34142136573791504,0.011501982808113098
val (no noise),0.6930676102638245,57.15625,2.212890625,5,6,0.95263671875,0.8011085061829238,0.9533590077375828,0.23759883526991493,0.18385861814022064,0.006419859826564789
val (no noise),0.6872459053993225,57.65625,2.3359375,5,5,1.0751953125,0.8011085061829238,0.9231307357949798,0.19811577516409573,0.22962836921215057,0.009698238223791122
val (no noise),0.7220898270606995,54.9375,2.599609375,5,4,1.5986328125,0.812194272033149,0.864927204984612,0.2867243376542669,0.5052293539047241,0.16874174773693085
val (no noise),0.7101378440856934,55.65625,2.599609375,4,4,1.5986328125,0.8161356790937759,0.8877911948824426,0.28568234339423626,0.5125429630279541,0.1708407998085022
val (no noise),0.5841370820999146,62.40625,2.599609375,5,4,1.4755859375,0.7830109483805641,0.9371810320432078,0.30948602759533217,0.4508371651172638,0.044914525002241135
val (no noise),0.580149233341217,62.40625,2.599609375,5,4,1.4755859375,0.7830109483805641,0.9362268797575031,0.30948602759533217,0.4508371651172638,0.044914525002241135
val (no noise),0.5786100625991821,63.8125,2.599609375,5,5,1.3388671875,0.7830109483805641,0.9171109183681481,0.2839099884378463,0.4436000883579254,0.035927582532167435
val (no noise),0.583873450756073,60.59375,2.599609375,5,5,1.3388671875,0.7830109483805641,0.9129626451617061,0.2839099884378463,0.4436000883579254,0.035927582532167435
val (no noise),1.044633150100708,38.3125,2.47265625,2,2,1.47265625,0.8995637162085043,0.8747251662255086,0.2959614332401824,0.9974202513694763,0.9974202513694763
